お仕事No.,応募数 合計
2203560508,1.0986122886681098
2203550996,2.0794415416798357
2203550996,0.0
2203545362,1.6094379124341003
2203545362,0.6931471805599453
2203555003,2.3978952727983707
2203569904,0.0
2203543492,2.302585092994046
2203543492,3.044522437723423
2203569161,1.0986122886681098
2203559938,0.0
2203566628,1.0986122886681098
2203530478,0.0
2203530478,2.1972245773362196
2203564269,1.0986122886681098
2203562680,1.0986122886681098
2203540785,1.0986122886681098
2203540785,1.6094379124341003
2203567187,0.6931471805599453
2203554078,2.1972245773362196
2203515598,2.1972245773362196
2203515598,2.302585092994046
2203555757,1.6094379124341003
2203473183,1.6094379124341003
2203473183,1.9459101490553132
2203562316,1.3862943611198906
2203569318,0.0
2203523111,1.791759469228055
2203523111,1.791759469228055
2203553691,1.3862943611198906
2203555887,1.791759469228055
2203505481,1.6094379124341003
2203505481,2.1972245773362196
2203540946,2.0794415416798357
2203540946,1.6094379124341003
2203542584,1.6094379124341003
2203542584,1.9459101490553132
2203568538,0.6931471805599453
2203549762,1.3862943611198906
2203549762,0.0
2203545621,2.5649493574615367
2203545621,1.9459101490553132
2203535788,2.70805020110221
2203535788,2.6390573296152584
2203461942,1.6094379124341003
2203461942,0.6931471805599453
2203537373,1.6094379124341003
2203537373,0.6931471805599453
2203569793,0.6931471805599453
2203569374,0.0
2203557987,0.6931471805599453
2203541977,2.9444389791664403
2203541977,2.4849066497880004
2203553081,1.6094379124341003
2203555735,1.791759469228055
2203526166,1.9459101490553132
2203526166,1.791759469228055
2203494391,3.9889840465642745
2203494391,3.970291913552122
2203553869,0.0
2203562253,1.0986122886681098
2203568806,1.0986122886681098
2203534402,2.3978952727983707
2203534402,1.791759469228055
2203552444,1.791759469228055
2203569730,0.6931471805599453
2203556405,1.6094379124341003
2203511772,1.791759469228055
2203511772,1.6094379124341003
2203555760,1.0986122886681098
2203553680,2.0794415416798357
2203512320,2.1972245773362196
2203512320,2.0794415416798357
2203560328,0.6931471805599453
2203568323,0.6931471805599453
2203568192,1.0986122886681098
2203545476,0.6931471805599453
2203545476,0.6931471805599453
2203532110,2.1972245773362196
2203532110,1.791759469228055
2203557198,1.6094379124341003
2203539122,1.6094379124341003
2203539122,0.0
2203564351,0.0
2203569176,0.0
2203567839,1.0986122886681098
2203524806,1.9459101490553132
2203524806,2.302585092994046
2203531125,1.9459101490553132
2203531125,3.367295829986474
2203563011,0.0
2203570699,1.0986122886681098
2203569263,0.0
2203569511,0.6931471805599453
2203560140,0.0
2203485986,2.302585092994046
2203485986,1.791759469228055
2203569695,0.0
2203569261,1.0986122886681098
2203552621,1.3862943611198906
2203567724,0.6931471805599453
2203568448,1.0986122886681098
2203569522,1.6094379124341003
2203564361,0.6931471805599453
2203570089,0.6931471805599453
2203568186,0.6931471805599453
2203456354,1.791759469228055
2203456354,2.302585092994046
2203562769,0.0
2203507066,1.6094379124341003
2203507066,1.3862943611198906
2203562333,0.0
2203556112,1.9459101490553132
2203568249,1.0986122886681098
2203569303,1.0986122886681098
2203567393,0.0
2203559289,0.0
2203525798,1.3862943611198906
2203525798,1.791759469228055
2203568845,0.0
2203564015,0.6931471805599453
2203569014,0.6931471805599453
2203570072,0.0
2203557247,0.0
2203537860,0.0
2203537860,1.0986122886681098
2203519997,1.0986122886681098
2203519997,1.0986122886681098
2203568182,0.0
2203543660,1.3862943611198906
2203543660,1.791759469228055
2203555205,0.6931471805599453
2203569701,1.0986122886681098
2203544266,2.70805020110221
2203544266,2.0794415416798357
2203516555,2.0794415416798357
2203516555,1.3862943611198906
2203568099,0.0
2203569668,1.0986122886681098
2203569424,1.0986122886681098
2203566079,0.0
2203556096,1.3862943611198906
2203546304,2.0794415416798357
2203546304,1.0986122886681098
2203565972,1.3862943611198906
2203530605,1.0986122886681098
2203530605,1.6094379124341003
2203540706,1.0986122886681098
2203540706,1.791759469228055
2203552998,1.9459101490553132
2203568893,0.6931471805599453
2203561204,0.0
2203531736,1.791759469228055
2203531736,0.6931471805599453
2203548166,2.0794415416798357
2203548166,1.3862943611198906
2203551708,1.0986122886681098
2203569202,0.6931471805599453
2203563196,1.0986122886681098
2203540404,1.9459101490553132
2203540404,1.6094379124341003
2203553237,1.6094379124341003
2203570585,0.0
2203558121,0.0
2203512410,2.0794415416798357
2203512410,0.0
2203548725,2.302585092994046
2203548725,1.0986122886681098
2203570209,0.0
2203531391,1.0986122886681098
2203531391,0.0
2203568733,0.0
2203569933,0.6931471805599453
2203532052,0.0
2203532052,1.6094379124341003
2203563977,0.6931471805599453
2203562782,0.0
2203519656,0.6931471805599453
2203519656,1.0986122886681098
2203566014,0.6931471805599453
2203562753,0.6931471805599453
2203560841,0.6931471805599453
2203567316,0.6931471805599453
2203569974,0.0
2203562600,0.0
2203552388,0.6931471805599453
2203557773,0.0
2203541013,1.791759469228055
2203541013,2.3978952727983707
2203529579,0.6931471805599453
2203529579,1.3862943611198906
2203567452,1.0986122886681098
2203570218,0.0
2203567707,0.0
2203568267,0.0
2203565565,0.6931471805599453
2203559643,0.0
2203556720,0.6931471805599453
2203559072,0.0
2203563666,0.0
2203504071,1.9459101490553132
2203504071,1.0986122886681098
2203555497,3.091042453358316
2203551251,1.0986122886681098
2203540825,1.9459101490553132
2203540825,0.0
2203570719,0.0
2203558910,0.0
2203567908,0.0
2203503762,1.9459101490553132
2203503762,2.1972245773362196
2203541816,1.9459101490553132
2203541816,1.3862943611198906
2203553871,1.3862943611198906
2203484201,1.3862943611198906
2203484201,1.791759469228055
2203569333,0.0
2203559030,1.6094379124341003
2203570108,0.0
2203569745,0.0
2203531347,2.995732273553991
2203531347,3.044522437723423
2203514164,0.0
2203514164,0.6931471805599453
2203550228,1.0986122886681098
2203550228,0.6931471805599453
2203569472,1.0986122886681098
2203562437,0.6931471805599453
2203568151,1.0986122886681098
2203506009,0.6931471805599453
2203506009,0.0
2203563884,0.0
2203567261,0.6931471805599453
2203561270,0.6931471805599453
2203523041,0.6931471805599453
2203523041,0.6931471805599453
2203569124,0.0
2203563475,0.0
2203549402,1.6094379124341003
2203549402,0.0
2203570701,0.0
2203561911,0.0
2203505337,1.3862943611198906
2203505337,1.9459101490553132
2203545872,1.6094379124341003
2203545872,0.6931471805599453
2203552883,1.9459101490553132
2203542068,0.6931471805599453
2203542068,1.0986122886681098
2203537208,0.0
2203537208,1.3862943611198906
2203568677,0.0
2203564364,0.6931471805599453
2203548609,1.791759469228055
2203548609,0.0
2203568898,1.0986122886681098
2203568353,0.0
2203557195,1.0986122886681098
2203543569,2.1972245773362196
2203543569,2.302585092994046
2203560578,1.3862943611198906
2203561883,0.0
2203550726,0.6931471805599453
2203550726,0.6931471805599453
2203566630,1.3862943611198906
2203568508,0.6931471805599453
2203560737,0.6931471805599453
2203554610,0.6931471805599453
2203532652,1.791759469228055
2203532652,1.0986122886681098
2203569783,1.0986122886681098
2203558215,0.6931471805599453
2203570616,0.0
2203545333,2.833213344056216
2203545333,1.9459101490553132
2203567809,0.6931471805599453
2203570017,0.0
2203515100,2.3978952727983707
2203515100,0.0
2203567758,0.0
2203469907,0.6931471805599453
2203469907,1.0986122886681098
2203568654,0.6931471805599453
2203544528,0.0
2203544528,1.6094379124341003
2203570058,0.0
2203548827,0.0
2203548827,0.0
2203568259,0.0
2203562079,0.0
2203570192,0.6931471805599453
2203513605,1.0986122886681098
2203513605,0.6931471805599453
2203534907,0.0
2203534907,0.6931471805599453
2203569831,0.0
2203552948,0.0
2203568116,0.6931471805599453
2203558594,0.0
2203506584,2.0794415416798357
2203506584,2.0794415416798357
2203568924,0.6931471805599453
2203569495,0.6931471805599453
2203555403,0.6931471805599453
2203561194,0.6931471805599453
2203568949,0.0
2203551637,1.6094379124341003
2203570402,0.0
2203567941,0.0
2203557736,0.0
2203569571,1.3862943611198906
2203568554,0.0
2203559861,0.6931471805599453
2203569137,0.0
2203567638,0.0
2203531551,0.6931471805599453
2203531551,0.0
2203485325,0.6931471805599453
2203485325,0.0
2203547965,0.6931471805599453
2203547965,0.6931471805599453
2203567174,0.0
2203557273,0.6931471805599453
2203543077,0.6931471805599453
2203543077,2.0794415416798357
2203549151,1.791759469228055
2203549151,0.0
2203506119,1.9459101490553132
2203506119,1.3862943611198906
2203558540,0.0
2203570647,0.0
2203555759,0.0
2203566557,1.0986122886681098
2203509078,1.6094379124341003
2203509078,1.3862943611198906
2203570186,0.0
2203567667,1.0986122886681098
2203546947,0.6931471805599453
2203546947,0.0
2203569098,0.0
2203513718,0.6931471805599453
2203513718,0.0
2203569260,0.0
2203568602,0.0
2203568169,0.6931471805599453
2203568552,0.6931471805599453
2203564821,0.0
2203559180,0.6931471805599453
2203562455,0.0
2203556751,0.0
2203569724,0.0
2203570198,0.6931471805599453
2203568719,0.0
2203545081,1.3862943611198906
2203545081,0.6931471805599453
2203504257,2.0794415416798357
2203504257,1.3862943611198906
2203569457,0.0
2203537874,1.0986122886681098
2203537874,0.0
2203569800,0.6931471805599453
2203541445,2.1972245773362196
2203541445,1.791759469228055
2203564425,0.6931471805599453
2203540838,1.791759469228055
2203540838,3.258096538021482
2203553308,1.791759469228055
2203493732,0.6931471805599453
2203493732,1.9459101490553132
2203548832,0.6931471805599453
2203548832,0.0
2203560119,0.0
2203569533,0.6931471805599453
2203562297,1.6094379124341003
2203557710,0.0
2203569868,0.0
2203569660,0.6931471805599453
2203488190,1.3862943611198906
2203488190,0.0
2203568713,0.6931471805599453
2203549683,0.6931471805599453
2203549683,0.0
2203550112,1.0986122886681098
2203550112,0.0
2203533374,2.5649493574615367
2203533374,1.6094379124341003
2203569507,0.6931471805599453
2203570658,0.0
2203549201,1.6094379124341003
2203549201,1.0986122886681098
2203563908,0.6931471805599453
2203479622,1.3862943611198906
2203479622,0.0
2203526330,0.6931471805599453
2203526330,0.0
2203563485,1.3862943611198906
2203554214,1.0986122886681098
2203563881,0.6931471805599453
2203568199,1.3862943611198906
2203568415,0.0
2203567929,0.0
2203509241,0.0
2203509241,1.3862943611198906
2203554130,0.6931471805599453
2203567586,0.6931471805599453
2203535805,2.3978952727983707
2203535805,1.3862943611198906
2203563943,0.0
2203547103,1.3862943611198906
2203547103,1.0986122886681098
2203536257,0.6931471805599453
2203536257,1.0986122886681098
2203559140,0.0
2203552432,0.0
2203537632,0.0
2203537632,1.3862943611198906
2203568670,0.0
2203538907,1.3862943611198906
2203538907,2.0794415416798357
2203569692,0.0
2203565167,0.0
2203540774,0.0
2203540774,1.9459101490553132
2203555879,1.791759469228055
2203563930,0.0
2203536852,1.0986122886681098
2203536852,0.0
2203514900,0.0
2203514900,0.6931471805599453
2203552144,0.6931471805599453
2203569166,0.0
2203557069,1.9459101490553132
2203548116,0.6931471805599453
2203548116,0.0
2203520295,1.3862943611198906
2203520295,0.6931471805599453
2203569058,0.6931471805599453
2203567810,0.0
2203504099,0.0
2203504099,2.0794415416798357
2203544570,0.0
2203544570,0.0
2203562328,1.0986122886681098
2203523845,1.791759469228055
2203523845,3.6635616461296463
2203557910,0.0
2203532941,0.6931471805599453
2203532941,0.6931471805599453
2203568998,0.6931471805599453
2203566023,1.0986122886681098
2203563791,0.0
2203563264,0.0
2203554460,1.9459101490553132
2203539261,0.6931471805599453
2203539261,0.6931471805599453
2203532677,0.0
2203532677,0.0
2203557489,0.0
2203565985,0.0
2203519871,1.0986122886681098
2203519871,0.0
2203570675,0.0
2203547585,0.6931471805599453
2203547585,0.0
2203515545,1.791759469228055
2203515545,0.0
2203569073,0.0
2203564228,0.6931471805599453
2203557478,1.0986122886681098
2203568243,0.0
2203557923,0.0
2203562911,0.0
2203553994,1.0986122886681098
2203549605,0.0
2203549605,1.0986122886681098
2203570162,0.0
2203566116,0.0
2203522527,0.0
2203522527,0.0
2203529559,1.0986122886681098
2203529559,2.1972245773362196
2203568179,0.0
2203557548,0.6931471805599453
2203560816,0.0
2203520581,1.791759469228055
2203520581,2.0794415416798357
2203570126,0.0
2203570216,0.0
2203531751,0.6931471805599453
2203531751,1.6094379124341003
2203563817,0.6931471805599453
2203557975,0.0
2203475785,0.0
2203475785,0.6931471805599453
2203555849,1.3862943611198906
2203562755,0.0
2203553420,1.0986122886681098
2203555475,0.6931471805599453
2203569370,0.0
2203567301,0.6931471805599453
2203542194,2.1972245773362196
2203542194,1.3862943611198906
2203546600,0.6931471805599453
2203546600,1.791759469228055
2203569582,0.0
2203560287,0.6931471805599453
2203563715,0.0
2203534635,1.0986122886681098
2203534635,1.0986122886681098
2203570167,0.0
2203549224,0.6931471805599453
2203549224,0.6931471805599453
2203570602,1.0986122886681098
2203550740,0.0
2203550740,0.0
2203568477,0.0
2203567356,1.3862943611198906
2203564885,0.6931471805599453
2203567132,1.0986122886681098
2203538889,1.791759469228055
2203538889,1.0986122886681098
2203537276,0.0
2203537276,1.9459101490553132
2203551593,1.0986122886681098
2203569294,0.6931471805599453
2203569678,0.0
2203534160,0.6931471805599453
2203534160,0.0
2203558841,0.0
2203534856,1.3862943611198906
2203534856,2.0794415416798357
2203516496,1.6094379124341003
2203516496,1.0986122886681098
2203569835,0.0
2203566444,0.0
2203547487,0.6931471805599453
2203547487,0.0
2203569900,0.0
2203517848,0.6931471805599453
2203517848,0.0
2203570644,0.6931471805599453
2203560522,0.6931471805599453
2203565065,0.6931471805599453
2203569673,0.0
2203569451,0.6931471805599453
2203562019,0.0
2203568262,0.0
2203559481,0.6931471805599453
2203551701,1.0986122886681098
2203551828,0.6931471805599453
2203560337,0.0
2203509562,1.3862943611198906
2203509562,1.791759469228055
2203566951,0.6931471805599453
2203561655,0.6931471805599453
2203551388,2.3978952727983707
2203557018,0.0
2203569775,0.0
2203547266,0.6931471805599453
2203547266,0.0
2203567387,0.0
2203567658,0.0
2203566949,0.0
2203524599,2.4849066497880004
2203524599,0.0
2203560971,0.6931471805599453
2203565806,0.0
2203566896,0.0
2203548451,1.791759469228055
2203548451,1.3862943611198906
2203539501,0.0
2203539501,0.6931471805599453
2203566388,0.0
2203551938,1.0986122886681098
2203537926,1.9459101490553132
2203537926,0.0
2203504615,0.0
2203504615,1.0986122886681098
2203565183,0.0
2203569296,0.6931471805599453
2203508367,2.0794415416798357
2203508367,0.6931471805599453
2203568765,1.0986122886681098
2203569739,0.6931471805599453
2203568857,0.6931471805599453
2203566301,0.0
2203552342,1.0986122886681098
2203539703,0.6931471805599453
2203539703,0.6931471805599453
2203567887,0.6931471805599453
2203554679,0.0
2203480969,0.0
2203480969,0.6931471805599453
2203569696,0.6931471805599453
2203569561,0.0
2203554091,0.6931471805599453
2203569806,0.0
2203529052,0.6931471805599453
2203529052,2.302585092994046
2203563882,0.6931471805599453
2203528024,0.0
2203528024,0.0
2203547977,0.0
2203547977,0.0
2203549053,1.0986122886681098
2203549053,0.0
2203520539,1.0986122886681098
2203520539,1.0986122886681098
2203522447,0.6931471805599453
2203522447,0.6931471805599453
2203489719,1.0986122886681098
2203489719,0.0
2203562500,0.0
2203569662,0.0
2203562071,0.6931471805599453
2203566219,0.0
2203476403,0.6931471805599453
2203476403,0.6931471805599453
2203559431,0.0
2203568698,0.0
2203550446,0.0
2203550446,1.6094379124341003
2203569766,0.0
2203559337,0.6931471805599453
2203566893,0.0
2203508498,1.0986122886681098
2203508498,1.0986122886681098
2203569241,0.0
2203570166,0.0
2203559677,0.0
2203554804,0.0
2203535554,0.6931471805599453
2203535554,0.6931471805599453
2203559873,0.0
2203556972,1.0986122886681098
2203561679,0.0
2203564606,0.0
2203537466,1.3862943611198906
2203537466,0.6931471805599453
2203486542,0.6931471805599453
2203486542,2.1972245773362196
2203555831,1.3862943611198906
2203569587,0.0
2203569266,0.0
2203534800,0.6931471805599453
2203534800,1.3862943611198906
2203483515,0.6931471805599453
2203483515,0.0
2203569616,0.6931471805599453
2203570147,0.0
2203555639,1.3862943611198906
2203502147,0.0
2203502147,1.3862943611198906
2203511790,1.0986122886681098
2203511790,1.0986122886681098
2203551025,0.6931471805599453
2203529373,0.0
2203529373,1.0986122886681098
2203562379,0.0
2203570240,0.0
2203564308,0.0
2203508658,1.0986122886681098
2203508658,0.0
2203568730,0.0
2203510349,0.6931471805599453
2203510349,0.0
2203565858,0.6931471805599453
2203568409,0.0
2203564608,0.0
2203560019,0.0
2203564722,0.0
2203525682,0.0
2203525682,1.0986122886681098
2203552890,1.3862943611198906
2203563210,0.0
2203552115,0.0
2203566905,0.0
2203542614,0.0
2203542614,0.6931471805599453
2203542350,1.9459101490553132
2203542350,2.6390573296152584
2203561991,0.0
2203568244,0.0
2203564203,0.0
2203532273,1.3862943611198906
2203532273,0.0
2203565322,0.0
2203565492,0.0
2203473278,0.6931471805599453
2203473278,2.0794415416798357
2203556737,1.0986122886681098
2203567006,0.0
2203555578,1.6094379124341003
2203552888,0.6931471805599453
2203544027,0.6931471805599453
2203544027,0.6931471805599453
2203569405,0.0
2203553168,0.6931471805599453
2203545328,0.0
2203545328,0.6931471805599453
2203561854,0.0
2203566861,0.0
2203569097,0.0
2203528278,1.3862943611198906
2203528278,0.6931471805599453
2203569183,0.6931471805599453
2203570195,0.0
2203567005,1.0986122886681098
2203567395,0.0
2203565837,0.0
2203570272,0.0
2203570067,0.0
2203536410,0.6931471805599453
2203536410,0.6931471805599453
2203557757,0.0
2203547414,0.6931471805599453
2203547414,0.6931471805599453
2203514710,1.3862943611198906
2203514710,0.6931471805599453
2203567293,0.6931471805599453
2203532589,0.6931471805599453
2203532589,2.302585092994046
2203548828,0.6931471805599453
2203548828,0.0
2203548888,0.6931471805599453
2203548888,0.0
2203537305,1.0986122886681098
2203537305,0.0
2203547125,0.6931471805599453
2203547125,0.6931471805599453
2203526613,1.0986122886681098
2203526613,2.8903717578961645
2203536003,1.791759469228055
2203536003,1.0986122886681098
2203565458,0.0
2203547657,0.6931471805599453
2203547657,0.0
2203501111,0.0
2203501111,1.0986122886681098
2203486538,0.0
2203486538,0.0
2203570636,0.0
2203566493,1.0986122886681098
2203569184,0.0
2203568216,0.0
2203568884,0.0
2203564229,0.6931471805599453
2203477830,0.0
2203477830,1.3862943611198906
2203568714,0.0
2203521246,0.6931471805599453
2203521246,0.0
2203499629,0.0
2203499629,1.3862943611198906
2203566851,0.0
2203564135,0.0
2203565225,1.0986122886681098
2203556458,0.6931471805599453
2203540540,1.3862943611198906
2203540540,0.0
2203554896,1.6094379124341003
2203516081,0.0
2203516081,0.0
2203533207,1.6094379124341003
2203533207,0.0
2203542056,0.0
2203542056,1.3862943611198906
2203570589,0.0
2203543239,0.6931471805599453
2203543239,1.0986122886681098
2203552726,1.3862943611198906
2203568290,0.0
2203495534,1.9459101490553132
2203495534,0.6931471805599453
2203570506,0.0
2203566914,0.0
2203511711,1.3862943611198906
2203511711,0.6931471805599453
2203554127,0.0
2203553234,0.0
2203560899,0.0
2203504524,0.6931471805599453
2203504524,0.6931471805599453
2203536681,0.6931471805599453
2203536681,2.1972245773362196
2203570564,0.0
2203569125,0.0
2203567279,0.0
2203545639,0.0
2203545639,0.0
2203567608,0.0
2203560498,0.0
2203567833,0.0
2203570536,0.0
2203567915,0.6931471805599453
2203570605,0.0
2203525292,0.0
2203525292,0.6931471805599453
2203563034,0.0
2203568239,0.0
2203559615,0.0
2203533429,0.0
2203533429,1.0986122886681098
2203560884,0.6931471805599453
2203550884,1.0986122886681098
2203557206,0.6931471805599453
2203566321,0.0
2203553277,1.0986122886681098
2203543362,0.0
2203543362,1.3862943611198906
2203563812,0.0
2203525918,1.3862943611198906
2203525918,0.6931471805599453
2203570627,0.0
2203499561,0.0
2203499561,0.6931471805599453
2203570674,0.0
2203508705,0.0
2203508705,0.0
2203565567,0.0
2203511479,0.6931471805599453
2203511479,1.0986122886681098
2203569572,0.0
2203505553,0.0
2203505553,1.791759469228055
2203566026,0.0
2203534391,1.9459101490553132
2203534391,2.4849066497880004
2203569390,0.0
2203559599,0.0
2203565430,0.0
2203506716,0.0
2203506716,0.6931471805599453
2203513808,0.6931471805599453
2203513808,1.0986122886681098
2203537868,0.6931471805599453
2203537868,3.1354942159291497
2203570337,0.0
2203563934,0.0
2203548975,1.0986122886681098
2203548975,0.0
2203568340,0.0
2203569716,0.6931471805599453
2203565478,0.0
2203568894,0.0
2203566897,0.0
2203562812,0.0
2203528828,0.6931471805599453
2203528828,0.6931471805599453
2203469528,1.3862943611198906
2203469528,1.3862943611198906
2203569624,0.6931471805599453
2203569280,0.6931471805599453
2203566876,0.0
2203536880,0.6931471805599453
2203536880,1.0986122886681098
2203565038,0.0
2203556639,0.0
2203482674,1.3862943611198906
2203482674,2.302585092994046
2203567517,0.0
2203556649,0.0
2203543344,1.0986122886681098
2203543344,0.0
2203565877,0.0
2203555756,0.6931471805599453
2203503088,0.0
2203503088,0.0
2203569689,0.0
2203567450,0.0
2203570376,0.0
2203555568,1.6094379124341003
2203570041,0.0
2203564439,0.6931471805599453
2203569393,0.6931471805599453
2203561108,1.0986122886681098
2203566906,0.6931471805599453
2203570638,0.0
2203569887,0.0
2203570295,0.0
2203566801,1.6094379124341003
2203569538,0.0
2203554677,0.6931471805599453
2203569608,0.0
2203547263,0.0
2203547263,0.0
2203566900,0.0
2203534113,0.0
2203534113,1.3862943611198906
2203541885,0.6931471805599453
2203541885,1.0986122886681098
2203570146,0.0
2203559960,0.0
2203565993,0.0
2203569604,0.0
2203491918,2.3978952727983707
2203491918,1.6094379124341003
2203487614,1.0986122886681098
2203487614,1.3862943611198906
2203553972,0.0
2203561915,0.0
2203561004,0.0
2203557490,0.0
2203549027,1.6094379124341003
2203549027,0.0
2203566742,0.6931471805599453
2203560959,0.0
2203570603,0.0
2203564778,0.0
2203554566,1.0986122886681098
2203569578,0.6931471805599453
2203563042,0.0
2203544163,0.6931471805599453
2203544163,1.3862943611198906
2203564619,0.0
2203563941,1.6094379124341003
2203557605,0.0
2203509084,0.0
2203509084,1.3862943611198906
2203499645,1.6094379124341003
2203499645,0.6931471805599453
2203569140,0.0
2203567442,1.3862943611198906
2203556648,0.6931471805599453
2203547394,1.791759469228055
2203547394,1.3862943611198906
2203511442,2.5649493574615367
2203511442,0.6931471805599453
2203567600,0.0
2203570708,0.6931471805599453
2203548825,0.0
2203548825,0.0
2203570352,0.0
2203568595,0.0
2203549039,0.6931471805599453
2203549039,0.0
2203568929,0.0
2203567675,0.0
2203560681,0.0
2203569411,1.0986122886681098
2203566314,0.0
2203564164,0.0
2203569108,0.0
2203569551,0.0
2203569173,0.0
2203563709,1.0986122886681098
2203567845,0.0
2203465599,2.5649493574615367
2203465599,1.3862943611198906
2203564742,0.6931471805599453
2203539792,1.0986122886681098
2203539792,0.0
2203529997,0.0
2203529997,1.0986122886681098
2203475161,0.0
2203475161,1.0986122886681098
2203535668,0.0
2203535668,1.3862943611198906
2203498025,1.3862943611198906
2203498025,1.0986122886681098
2203563905,0.0
2203500187,0.0
2203500187,0.6931471805599453
2203525290,0.6931471805599453
2203525290,0.0
2203569936,0.0
2203532227,2.1972245773362196
2203532227,1.791759469228055
2203569394,0.6931471805599453
2203570634,0.0
2203570023,0.0
2203536923,0.0
2203536923,1.0986122886681098
2203545207,1.9459101490553132
2203545207,0.6931471805599453
2203569965,0.0
2203570651,0.0
2203536034,0.0
2203536034,1.3862943611198906
2203567989,1.0986122886681098
2203564616,0.0
2203458790,0.0
2203458790,1.0986122886681098
2203535982,0.0
2203535982,0.0
2203558948,0.0
2203570622,0.0
2203564715,0.0
2203568691,0.0
2203567909,0.0
2203555310,1.6094379124341003
2203568524,0.6931471805599453
2203568812,0.0
2203517909,0.0
2203517909,1.0986122886681098
2203568921,0.0
2203566211,0.6931471805599453
2203538439,0.6931471805599453
2203538439,1.0986122886681098
2203562858,0.0
2203556778,1.791759469228055
2203545702,1.791759469228055
2203545702,3.2188758248682006
2203526260,1.791759469228055
2203526260,1.9459101490553132
2203567065,0.0
2203565918,0.6931471805599453
2203562411,0.0
2203536245,0.0
2203536245,1.0986122886681098
2203556760,1.0986122886681098
2203569426,0.0
2203536050,0.6931471805599453
2203536050,0.0
2203569930,0.0
2203565190,0.0
2203561484,0.0
2203525487,0.6931471805599453
2203525487,2.0794415416798357
2203552271,1.791759469228055
2203542731,1.791759469228055
2203542731,1.6094379124341003
2203560947,0.0
2203566757,0.6931471805599453
2203553516,1.0986122886681098
2203563698,0.0
2203568345,0.0
2203535904,2.0794415416798357
2203535904,0.0
2203532701,0.0
2203532701,2.0794415416798357
2203567655,0.0
2203473751,0.6931471805599453
